                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 1.2327,                 1.0592,                 1.2185,                0.65684,                0.42693,                0.48062,                0.33435,                  1.571,                 1.6306,                 1.5142,              0.0086635,              0.0086635,              0.0086635
                    137,                  1.208,                 1.0485,                 1.2124,                0.66418,                0.43904,                  0.496,                0.34121,                 1.5596,                   1.59,                    1.5,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.2324,                 1.0508,                 1.2055,                0.67607,                0.44835,                0.50083,                0.34705,                 1.6445,                 1.6469,                  1.587,              0.0086437,              0.0086437,              0.0086437
                    139,                  1.233,                  1.071,                 1.2186,                0.61962,                0.42123,                0.47281,                0.32779,                 1.6278,                 1.6132,                  1.512,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.2102,                 1.0372,                 1.2033,                0.65461,                0.45414,                0.49217,                0.35157,                   1.58,                 1.5995,                 1.5071,              0.0086239,              0.0086239,              0.0086239
                    141,                 1.2156,                 1.0478,                 1.2032,                0.57393,                0.49634,                0.50045,                0.35138,                 1.5932,                 1.6393,                 1.5638,               0.008614,               0.008614,               0.008614
                    142,                 1.1889,                 1.0109,                 1.2016,                0.66832,                0.43037,                 0.4962,                0.34753,                 1.6032,                  1.666,                 1.5584,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.2235,                 1.0199,                 1.2079,                0.70658,                0.42558,                0.48828,                0.34736,                 1.6186,                 1.5551,                  1.563,              0.0085942,              0.0085942,              0.0085942
                    144,                 1.1988,                 1.0013,                 1.1947,                0.69287,                0.42549,                 0.4804,                0.33395,                 1.6407,                 1.6552,                 1.5555,              0.0085843,              0.0085843,              0.0085843
                    145,                  1.208,                 1.0216,                 1.2089,                0.61866,                0.48115,                0.50411,                0.34931,                  1.614,                 1.5762,                 1.5383,              0.0085744,              0.0085744,              0.0085744
                    146,                  1.195,                 1.0106,                 1.2048,                0.69372,                0.45674,                0.50469,                 0.3504,                 1.6245,                 1.7098,                 1.5562,              0.0085645,              0.0085645,              0.0085645
                    147,                 1.1923,                0.99548,                 1.1903,                0.68786,                0.45725,                0.50292,                0.35083,                 1.5822,                 1.6067,                  1.539,              0.0085546,              0.0085546,              0.0085546
                    148,                 1.2009,                0.99587,                 1.1927,                0.66733,                0.44669,                0.50616,                 0.3531,                 1.5398,                 1.6395,                 1.5042,              0.0085447,              0.0085447,              0.0085447
                    149,                 1.2123,                0.99343,                 1.1936,                0.69627,                0.46899,                0.51927,                0.37631,                 1.5612,                 1.5732,                 1.5011,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.1964,                 1.0339,                 1.2048,                 0.6744,                0.48058,                0.52195,                0.36633,                  1.547,                 1.5605,                 1.4871,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.1907,                0.96757,                 1.1912,                0.65767,                0.48253,                0.52334,                0.36831,                 1.5882,                 1.5399,                 1.5187,               0.008515,               0.008515,               0.008515
                    152,                 1.2017,                0.98539,                 1.2002,                0.62904,                0.47712,                0.50266,                0.35328,                 1.5919,                 1.6106,                 1.5204,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.1935,                0.98388,                 1.1921,                0.68432,                0.47927,                0.51722,                0.36803,                 1.5815,                 1.5446,                 1.5235,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.1844,                0.99992,                  1.174,                0.65318,                0.46581,                  0.514,                0.34847,                 1.6027,                 1.6811,                 1.5247,              0.0084853,              0.0084853,              0.0084853
                    155,                 1.1935,                 1.0082,                 1.1947,                0.70178,                0.45878,                  0.511,                0.36709,                 1.5531,                 1.7471,                 1.5103,              0.0084754,              0.0084754,              0.0084754
                    156,                 1.1838,                0.99495,                 1.1911,                0.64021,                0.50812,                0.54518,                0.38576,                 1.5642,                 1.5669,                  1.515,              0.0084655,              0.0084655,              0.0084655
                    157,                 1.1786,                0.98717,                 1.1926,                0.69654,                0.43643,                0.50874,                0.36185,                 1.5438,                 1.5026,                 1.4808,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.1863,                0.98398,                 1.1881,                0.68276,                0.46695,                0.52093,                0.37278,                 1.5478,                 1.6101,                 1.5086,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.1853,                0.98974,                  1.181,                0.65927,                0.49854,                0.51432,                0.36005,                 1.5474,                 1.6652,                 1.5234,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.1807,                0.99202,                 1.1796,                0.68273,                0.46722,                0.51359,                0.36871,                 1.5493,                 1.5038,                 1.5073,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.1806,                0.98318,                 1.1681,                0.68701,                0.46022,                0.52057,                0.37398,                  1.527,                 1.4367,                 1.4669,               0.008416,               0.008416,               0.008416
                    162,                 1.1608,                0.95119,                  1.174,                0.68165,                0.48344,                 0.5303,                0.37805,                 1.5555,                 1.5135,                 1.5023,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.1715,                0.97832,                 1.1893,                0.71377,                0.43613,                0.49959,                0.36198,                 1.5425,                  1.522,                 1.5191,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.1545,                0.96146,                 1.1833,                0.70555,                0.47765,                0.51203,                0.36597,                 1.5592,                 1.4777,                 1.5169,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.1583,                0.96971,                 1.1763,                0.67116,                0.49376,                0.51267,                0.36712,                 1.5581,                 1.5382,                 1.5156,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.1778,                0.97785,                 1.1806,                0.70749,                0.46107,                0.51484,                0.37835,                 1.5451,                 1.5481,                 1.4812,              0.0083665,              0.0083665,              0.0083665
                    167,                  1.151,                0.91298,                 1.1703,                0.67275,                0.48078,                0.51734,                0.37124,                 1.5037,                 1.5021,                 1.4868,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.1647,                0.96188,                 1.1854,                0.70559,                0.47147,                0.51663,                0.37253,                 1.6234,                 1.6592,                 1.6126,              0.0083467,              0.0083467,              0.0083467
                    169,                  1.154,                0.93475,                 1.1679,                0.72108,                0.47168,                 0.5265,                0.37382,                 1.5539,                  1.481,                 1.5117,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.1962,                0.95871,                 1.1864,                0.65292,                0.49535,                0.51383,                0.37171,                 1.5592,                 1.5421,                 1.5159,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.1529,                  0.932,                 1.1617,                0.60804,                0.48937,                0.51791,                0.36821,                 1.6508,                 1.7073,                 1.6543,               0.008317,               0.008317,               0.008317
                    172,                 1.1753,                0.97742,                 1.1862,                0.70911,                0.46783,                0.52536,                0.38036,                 1.5481,                 1.4974,                 1.4946,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.1534,                0.93065,                 1.1791,                0.65122,                0.48105,                 0.5166,                0.37159,                 1.5251,                 1.5234,                 1.4984,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.1762,                0.94332,                 1.1789,                0.77525,                0.44237,                0.53642,                0.38914,                   1.56,                  1.496,                 1.5351,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.1431,                0.92727,                 1.1675,                 0.6659,                0.45945,                0.52389,                0.36847,                 1.5847,                 1.4383,                 1.5195,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.1543,                 0.9344,                 1.1583,                0.66127,                0.50216,                0.54025,                 0.3702,                 1.6254,                 1.5741,                 1.5568,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.1428,                0.92004,                 1.1663,                0.69632,                0.48609,                 0.5478,                0.38624,                 1.5827,                 1.5081,                 1.5261,              0.0082576,              0.0082576,              0.0082576
                    178,                  1.149,                0.95911,                 1.1721,                0.74229,                0.49125,                0.54966,                0.39219,                 1.5453,                 1.4782,                  1.529,              0.0082477,              0.0082477,              0.0082477
                    179,                  1.165,                0.93851,                 1.1759,                0.69875,                0.49638,                0.54295,                 0.3851,                 1.5787,                 1.4799,                 1.5345,              0.0082378,              0.0082378,              0.0082378
                    180,                  1.151,                0.92788,                  1.176,                0.69755,                0.51008,                0.54734,                0.38723,                 1.5781,                 1.4642,                 1.5337,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.1611,                0.93276,                 1.1651,                0.62164,                0.50554,                0.53142,                0.38451,                  1.539,                  1.429,                 1.4965,               0.008218,               0.008218,               0.008218
                    182,                 1.1433,                0.90747,                 1.1642,                0.66755,                0.51978,                0.56729,                0.40465,                 1.5316,                   1.47,                 1.5044,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.1262,                0.91167,                 1.1596,                0.65559,                0.53256,                0.55629,                 0.3917,                  1.544,                 1.5532,                 1.5277,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.1169,                0.90608,                 1.1605,                0.67841,                0.48558,                0.54205,                0.38377,                 1.5583,                 1.5622,                 1.5236,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.1168,                 0.8792,                  1.148,                0.69742,                0.48818,                0.55666,                0.39927,                 1.5263,                 1.4212,                 1.5133,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.1496,                0.93924,                 1.1711,                0.70862,                0.48339,                  0.544,                0.39772,                 1.5563,                 1.4164,                 1.5315,              0.0081685,              0.0081685,              0.0081685
                    187,                  1.143,                 0.9158,                  1.166,                0.73781,                0.49049,                0.54946,                0.39097,                 1.5802,                 1.4652,                 1.5114,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.1433,                 0.9047,                 1.1576,                0.71602,                0.52245,                0.56962,                0.39747,                 1.5595,                 1.4648,                 1.5226,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.1436,                0.91816,                 1.1646,                0.68046,                0.50791,                0.56722,                0.40251,                 1.5252,                 1.3613,                 1.4997,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.1215,                0.91343,                 1.1703,                 0.7923,                0.45489,                 0.5576,                0.40027,                 1.5351,                 1.4047,                 1.4998,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.1583,                0.91696,                 1.1817,                0.77168,                0.48185,                0.54562,                0.39762,                 1.5528,                  1.413,                  1.516,               0.008119,               0.008119,               0.008119
                    192,                 1.1394,                 0.8942,                 1.1593,                 0.7333,                0.48632,                0.53953,                0.39012,                 1.5569,                 1.5168,                 1.5127,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.1188,                0.88119,                 1.1522,                0.67101,                0.50109,                0.54349,                0.38279,                  1.565,                 1.5729,                  1.538,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.1576,                0.92053,                 1.1624,                0.68056,                0.49745,                0.55328,                0.39366,                 1.5811,                 1.5792,                 1.5832,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.1522,                0.92343,                 1.1607,                0.68675,                0.47797,                0.53245,                 0.3826,                 1.5463,                 1.4516,                 1.5119,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.1332,                0.89932,                 1.1665,                0.77728,                 0.4945,                0.55187,                0.40517,                 1.5138,                 1.4269,                 1.5224,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.1505,                0.90514,                 1.1539,                0.75337,                0.49989,                 0.5583,                0.40922,                 1.5385,                 1.4775,                 1.5207,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.1523,                0.93471,                 1.1702,                0.71802,                0.48262,                0.54943,                0.39605,                 1.5286,                 1.4502,                 1.4954,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.1225,                0.91007,                 1.1616,                0.65604,                0.49923,                0.53834,                0.39004,                 1.5091,                 1.3721,                  1.489,              0.0080398,              0.0080398,              0.0080398
                    200,                  1.125,                0.89654,                  1.154,                0.68217,                0.54025,                0.57136,                0.40625,                 1.5162,                 1.3336,                 1.5044,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.1342,                0.88578,                 1.1657,                0.67987,                 0.5174,                0.54871,                0.40201,                 1.5374,                 1.4245,                 1.5366,                0.00802,                0.00802,                0.00802
                    202,                 1.1317,                0.88318,                 1.1583,                0.74065,                 0.5103,                0.55819,                0.40409,                 1.5465,                 1.4553,                 1.5234,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.1218,                0.86505,                 1.1527,                0.75025,                0.50649,                 0.5697,                0.40956,                 1.5304,                 1.4875,                 1.4812,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.1073,                0.88213,                 1.1612,                0.68956,                0.53729,                0.57296,                0.41293,                 1.5309,                 1.5239,                 1.5064,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.1038,                0.85589,                 1.1476,                0.73457,                0.49184,                 0.5749,                0.41611,                 1.5962,                 1.5095,                 1.5572,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.1291,                0.85195,                 1.1416,                0.71351,                0.52239,                0.57155,                0.41361,                 1.5254,                 1.5083,                  1.511,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.1401,                0.89357,                 1.1491,                0.73879,                 0.5098,                0.56212,                0.40716,                  1.516,                 1.4261,                 1.4762,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.0996,                0.87096,                 1.1437,                0.69678,                0.51486,                 0.5562,                 0.3933,                 1.5464,                 1.4483,                 1.4857,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.0787,                 0.8476,                 1.1292,                0.76105,                0.49775,                 0.5685,                 0.4147,                 1.5267,                 1.4394,                 1.5093,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.1132,                0.86665,                 1.1446,                0.72292,                 0.5375,                0.57314,                0.41652,                 1.5055,                 1.4049,                 1.4993,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.0865,                0.84228,                 1.1459,                0.68107,                0.54483,                0.57322,                0.41256,                 1.5304,                 1.4793,                 1.5092,               0.007921,               0.007921,               0.007921
                    212,                 1.1109,                0.87327,                 1.1424,                 0.7132,                0.49927,                0.54595,                0.38625,                 1.5504,                  1.468,                 1.5158,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.1092,                0.87126,                 1.1367,                0.67279,                0.53152,                0.56509,                0.41242,                 1.4976,                 1.3913,                 1.4927,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.1149,                0.87552,                 1.1477,                0.68828,                0.52811,                0.57695,                0.42257,                 1.4917,                 1.4134,                 1.4819,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.0926,                0.84481,                 1.1432,                0.79558,                0.52065,                0.58732,                0.43066,                  1.478,                 1.3134,                  1.467,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.1197,                0.84603,                 1.1496,                0.68031,                0.53766,                0.55815,                0.40772,                 1.5257,                 1.3614,                 1.5221,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.0876,                0.85525,                 1.1385,                0.73061,                 0.5034,                0.57338,                0.41542,                 1.4819,                 1.3776,                 1.4801,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.0986,                0.86425,                 1.1567,                0.73025,                0.49065,                0.55414,                0.40704,                 1.4949,                  1.412,                 1.4924,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.0712,                0.85434,                 1.1351,                0.75346,                0.50973,                0.57908,                0.41977,                 1.5198,                 1.3535,                 1.5002,              0.0078418,              0.0078418,              0.0078418
                    220,                  1.094,                0.84645,                 1.1509,                0.79756,                0.51286,                0.59431,                0.42121,                 1.5136,                 1.3454,                 1.5282,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.1145,                0.87538,                 1.1342,                0.78193,                0.52143,                0.57884,                0.42182,                 1.5109,                 1.3732,                  1.524,               0.007822,               0.007822,               0.007822
                    222,                 1.0677,                0.83722,                 1.1247,                0.81441,                0.49304,                0.57606,                0.42373,                 1.5103,                 1.3852,                 1.5415,              0.0078121,              0.0078121,              0.0078121
                    223,                  1.069,                0.83073,                  1.141,                0.80179,                0.50327,                0.56719,                0.41651,                 1.5324,                 1.3776,                 1.5138,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.0607,                 0.8272,                 1.1217,                0.79018,                0.47974,                0.57035,                0.42127,                 1.5252,                 1.3871,                 1.5188,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.1033,                0.86424,                 1.1478,                0.78575,                0.49269,                0.57996,                0.42421,                 1.5258,                 1.3686,                 1.4898,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.1033,                0.85875,                 1.1351,                0.78262,                0.51395,                0.58921,                0.42506,                 1.5123,                 1.3538,                 1.4856,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.0526,                0.81025,                 1.1259,                0.75466,                0.54526,                0.60566,                0.43411,                 1.4963,                 1.3465,                 1.5028,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.0882,                0.85318,                  1.132,                  0.813,                0.51693,                0.59077,                0.43763,                 1.5152,                 1.3577,                  1.514,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.0758,                0.84434,                 1.1314,                0.76768,                0.52569,                0.59133,                0.42532,                 1.5392,                 1.3859,                 1.5204,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.0693,                0.82906,                 1.1244,                0.69869,                0.54727,                0.60167,                0.43496,                 1.5149,                 1.4026,                 1.5196,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.0601,                0.82001,                 1.1188,                0.70684,                0.55119,                0.60566,                0.43514,                 1.5219,                 1.3567,                 1.5163,               0.007723,               0.007723,               0.007723
                    232,                 1.0918,                0.84912,                 1.1312,                0.79127,                0.49597,                0.59707,                 0.4351,                 1.5011,                 1.4211,                  1.493,              0.0077131,              0.0077131,              0.0077131
                    233,                  1.088,                0.83147,                 1.1322,                0.78164,                0.51226,                0.60106,                0.43726,                  1.538,                 1.4115,                 1.4941,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.0805,                0.83571,                 1.1306,                0.78621,                0.51187,                0.59347,                0.43478,                 1.5256,                 1.4425,                 1.4789,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0646,                0.81523,                 1.1299,                 0.7284,                0.51596,                0.58333,                 0.4282,                 1.5358,                 1.3978,                  1.515,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.0513,                 0.8075,                 1.1242,                0.76298,                0.52982,                0.58775,                0.42863,                 1.5665,                 1.4324,                 1.5784,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.0601,                0.81633,                  1.115,                0.70822,                0.55019,                0.59725,                0.44317,                 1.5273,                 1.4002,                 1.5321,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.066,                0.83281,                 1.1345,                  0.752,                0.51962,                0.59059,                0.43586,                 1.5769,                 1.3841,                 1.5457,              0.0076537,              0.0076537,              0.0076537
                    239,                  1.077,                0.81783,                 1.1431,                0.74614,                0.52339,                0.59452,                0.43785,                 1.5541,                 1.3806,                 1.5492,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.0649,                0.80365,                  1.127,                0.73572,                0.52157,                0.59091,                0.43361,                 1.5511,                 1.3431,                 1.5505,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.0688,                0.82235,                 1.1296,                0.75243,                0.50681,                0.58849,                0.43422,                 1.5005,                 1.3238,                 1.5042,               0.007624,               0.007624,               0.007624
                    242,                 1.0585,                0.80939,                 1.1165,                0.74216,                 0.5291,                0.59232,                0.44192,                 1.4574,                 1.3217,                 1.4601,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.0442,                0.79575,                 1.1188,                0.74596,                0.54273,                0.60327,                0.44013,                 1.5762,                  1.522,                 1.5677,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.0666,                0.82415,                 1.1291,                0.66008,                0.57403,                0.59943,                0.43663,                 1.5043,                  1.413,                  1.524,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.0492,                0.82352,                 1.1204,                0.75775,                0.52442,                0.60123,                 0.4438,                 1.4794,                 1.3858,                 1.4867,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.0622,                0.84118,                  1.128,                0.70548,                 0.5454,                0.59625,                 0.4374,                 1.4697,                 1.3064,                 1.4841,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.0381,                0.84214,                  1.121,                  0.774,                0.53517,                0.60575,                0.44283,                  1.464,                 1.3524,                  1.497,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.0523,                0.78649,                  1.123,                0.76719,                0.54696,                0.60695,                0.44079,                 1.4727,                 1.3428,                 1.4943,              0.0075547,              0.0075547,              0.0075547
                    249,                  1.062,                0.81938,                 1.1216,                0.79382,                0.53986,                0.60261,                0.44776,                 1.4742,                 1.2877,                 1.4848,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.0507,                 0.8222,                 1.1202,                0.76327,                0.53283,                0.61494,                0.45211,                 1.4977,                 1.3273,                  1.506,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.0563,                0.79914,                  1.126,                0.68979,                0.57232,                 0.5943,                0.44402,                 1.4929,                 1.3213,                 1.4896,               0.007525,               0.007525,               0.007525
                    252,                 1.0671,                0.81149,                 1.1236,                 0.7374,                0.57068,                0.61068,                0.44125,                 1.5028,                 1.3355,                 1.4933,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.0705,                0.80271,                 1.1228,                 0.7535,                0.55287,                0.59267,                0.43679,                 1.5099,                 1.3397,                 1.4892,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.0617,                0.81406,                 1.1166,                0.76604,                0.54353,                0.61588,                0.45434,                 1.4909,                 1.3047,                 1.5201,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.0475,                0.81291,                  1.118,                0.73738,                0.53225,                0.60344,                0.44346,                 1.5064,                 1.3543,                 1.5234,              0.0074854,              0.0074854,              0.0074854
                    256,                   1.05,                0.77924,                 1.1286,                0.80976,                0.51986,                0.61768,                0.45978,                 1.5207,                 1.3146,                 1.5511,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.0161,                0.78294,                 1.1115,                0.75432,                0.53524,                0.61408,                0.44995,                 1.5117,                 1.3016,                 1.5306,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.0409,                0.78817,                 1.1087,                0.83229,                0.50458,                0.61847,                0.44775,                  1.491,                   1.34,                 1.5001,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.0296,                0.79897,                 1.1135,                 0.7771,                0.52119,                 0.5874,                0.43663,                 1.5117,                 1.3172,                 1.5399,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.0552,                0.76502,                 1.1198,                0.77742,                0.54615,                0.61329,                0.44567,                  1.545,                 1.2855,                 1.5604,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.0482,                0.77695,                 1.1195,                 0.7577,                0.54628,                0.61014,                0.45014,                 1.5159,                 1.2738,                 1.5125,               0.007426,               0.007426,               0.007426
                    262,                 1.0334,                0.79381,                 1.1181,                0.70473,                 0.5846,                0.60729,                0.45508,                 1.5094,                 1.2909,                  1.524,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.0378,                0.78551,                 1.1154,                0.80684,                0.52189,                0.61291,                0.45822,                 1.5167,                 1.3128,                  1.549,              0.0074062,              0.0074062,              0.0074062
                    264,                   1.04,                0.81821,                 1.1148,                0.73607,                0.56916,                0.60609,                0.44624,                 1.5195,                 1.3215,                 1.5471,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.0327,                0.80383,                 1.1141,                0.69328,                0.58215,                0.61204,                 0.4443,                 1.5387,                 1.4496,                 1.5568,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.0333,                0.79457,                 1.1162,                0.72949,                0.57358,                0.62428,                0.45436,                 1.5127,                  1.382,                 1.5251,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.0402,                  0.795,                 1.1037,                0.78159,                0.52893,                0.62178,                0.45268,                 1.4721,                 1.3525,                 1.5245,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.0646,                  0.801,                 1.1288,                0.78026,                0.53667,                0.61437,                0.45325,                 1.4717,                 1.3047,                 1.5037,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.0443,                0.78542,                 1.1094,                0.71373,                0.56275,                0.62357,                0.45168,                 1.4966,                 1.2975,                 1.5231,              0.0073468,              0.0073468,              0.0073468
