                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.2725,                 1.6602,                 1.4329,                0.53538,                 0.4463,                0.45448,                0.28981,                 1.3268,                 1.5114,                 1.5381,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.2816,                 1.6701,                 1.4415,                0.53463,                0.43635,                0.45261,                0.28807,                 1.3294,                 1.5167,                 1.5374,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.2606,                 1.6662,                 1.4323,                0.53366,                0.43827,                0.45208,                0.28857,                 1.3278,                 1.5142,                 1.5395,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.2551,                 1.6525,                 1.4244,                0.56283,                0.42475,                0.45101,                0.28701,                 1.3253,                 1.5148,                 1.5344,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.2582,                 1.6627,                 1.4231,                0.54802,                0.43675,                 0.4569,                0.28949,                 1.3243,                  1.501,                 1.5343,               0.008416,               0.008416,               0.008416
                    162,                 1.2581,                 1.6402,                 1.4265,                0.55038,                0.43845,                0.45704,                0.28967,                 1.3202,                 1.5003,                  1.533,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.2606,                  1.643,                 1.4253,                0.54322,                0.43942,                0.45631,                0.28868,                 1.3152,                 1.5011,                 1.5306,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.2516,                 1.6447,                 1.4174,                0.53143,                0.45032,                0.45904,                 0.2903,                 1.3125,                 1.5029,                 1.5285,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.2543,                 1.6437,                 1.4177,                0.57298,                0.42985,                 0.4616,                0.29092,                 1.3103,                 1.4941,                 1.5296,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.2531,                 1.6584,                 1.4237,                0.56425,                0.43622,                0.46203,                0.29135,                 1.3098,                 1.4963,                 1.5302,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.2443,                 1.6422,                 1.4191,                 0.5544,                0.44102,                0.45977,                0.29091,                 1.3145,                 1.4986,                 1.5329,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.2451,                  1.637,                 1.4217,                0.56421,                0.43247,                0.45979,                0.29181,                 1.3121,                 1.4966,                 1.5326,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.2636,                 1.6538,                 1.4281,                0.57327,                0.42708,                0.45972,                0.29242,                 1.3146,                 1.4987,                 1.5318,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.2435,                   1.63,                 1.4127,                0.56034,                0.43261,                0.45881,                0.29284,                 1.3168,                 1.4981,                 1.5323,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.2565,                 1.6474,                 1.4249,                0.55651,                0.43869,                0.46117,                0.29285,                 1.3185,                 1.4934,                 1.5318,               0.008317,               0.008317,               0.008317
                    172,                 1.2478,                 1.6329,                 1.4158,                0.55993,                0.44211,                0.46292,                0.29398,                 1.3129,                 1.4902,                 1.5283,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.2444,                 1.6225,                 1.4162,                0.54685,                0.44017,                0.46199,                0.29251,                 1.3127,                 1.4916,                 1.5275,              0.0082972,              0.0082972,              0.0082972
                    174,                  1.244,                 1.6272,                 1.4096,                0.53189,                0.45004,                0.46254,                0.29397,                 1.3145,                 1.4857,                 1.5277,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.2454,                 1.6115,                 1.4124,                0.53838,                0.44246,                0.46046,                0.29314,                 1.3102,                  1.486,                 1.5237,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.2427,                 1.6209,                 1.4112,                0.54317,                0.44021,                0.46197,                0.29446,                 1.3054,                 1.4781,                 1.5215,              0.0082675,              0.0082675,              0.0082675
                    177,                  1.257,                  1.617,                 1.4221,                0.58941,                 0.4126,                0.46224,                 0.2956,                  1.304,                 1.4779,                 1.5194,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.2511,                 1.6251,                 1.4177,                0.54318,                0.43687,                0.46407,                0.29465,                 1.3061,                 1.4776,                 1.5198,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.2373,                 1.6134,                 1.4186,                0.56904,                0.43075,                0.46512,                0.29566,                 1.3049,                 1.4762,                  1.519,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.2424,                 1.5967,                  1.406,                0.56791,                0.43077,                0.46461,                0.29626,                 1.3022,                 1.4751,                 1.5179,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.2358,                 1.6302,                 1.4127,                0.57825,                0.42569,                0.46631,                0.29721,                 1.3015,                  1.475,                 1.5173,               0.008218,               0.008218,               0.008218
                    182,                 1.2341,                 1.6026,                   1.41,                 0.5904,                0.42512,                 0.4681,                  0.299,                 1.2998,                 1.4742,                 1.5162,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.2558,                 1.6061,                 1.4183,                0.55774,                0.43913,                0.46769,                0.29843,                 1.3017,                 1.4747,                 1.5161,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.2391,                 1.5979,                 1.4109,                0.55733,                 0.4381,                0.46659,                0.29944,                 1.2974,                 1.4745,                 1.5114,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.2438,                 1.5954,                 1.4045,                0.56345,                0.43497,                 0.4675,                0.29918,                 1.2985,                 1.4742,                  1.512,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.2404,                 1.6107,                 1.4055,                0.56921,                 0.4363,                0.46801,                0.29955,                 1.2971,                 1.4705,                 1.5119,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.2323,                 1.6061,                 1.4026,                0.56134,                0.44242,                0.46942,                0.30028,                 1.2997,                 1.4676,                 1.5141,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.2237,                 1.5843,                 1.4026,                0.55989,                0.44155,                0.46966,                0.30077,                 1.3006,                 1.4673,                 1.5148,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.2331,                 1.5902,                 1.3995,                0.55553,                0.44389,                 0.4701,                0.30086,                 1.3007,                 1.4669,                 1.5158,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.2526,                 1.5892,                 1.4111,                0.56019,                0.43852,                0.46864,                0.29965,                 1.3009,                 1.4655,                 1.5152,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.2288,                 1.5742,                 1.3981,                0.56044,                0.44216,                0.47053,                0.30058,                 1.3016,                 1.4604,                 1.5163,               0.008119,               0.008119,               0.008119
                    192,                 1.2407,                 1.5884,                 1.4099,                0.54763,                0.45653,                0.47102,                0.30154,                 1.3016,                 1.4608,                 1.5153,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.2346,                 1.5736,                 1.4084,                0.56322,                0.44596,                0.47308,                0.30388,                 1.3027,                 1.4596,                 1.5159,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.2267,                 1.5835,                  1.406,                 0.5588,                0.45172,                0.47578,                0.30534,                 1.3015,                 1.4545,                 1.5145,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.2222,                 1.5918,                 1.3994,                0.55636,                0.45681,                0.47612,                0.30572,                 1.2999,                 1.4536,                 1.5133,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.2273,                 1.5716,                 1.3961,                0.55596,                0.46095,                0.47763,                0.30653,                    1.3,                 1.4521,                 1.5129,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.2473,                 1.5963,                 1.4037,                0.55782,                0.45667,                 0.4779,                0.30717,                 1.2994,                 1.4505,                 1.5123,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.2317,                 1.5689,                 1.4068,                0.55986,                0.45679,                0.47872,                0.30743,                 1.2979,                 1.4506,                 1.5104,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.2196,                 1.5691,                 1.3925,                0.58425,                0.44235,                0.47986,                0.30746,                 1.2977,                 1.4498,                 1.5094,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.2284,                 1.5901,                 1.3998,                0.58248,                0.43866,                0.48043,                0.30847,                 1.2955,                 1.4446,                 1.5085,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.2185,                  1.564,                 1.3916,                0.56923,                0.44995,                0.48151,                0.30887,                 1.2963,                 1.4406,                 1.5091,                0.00802,                0.00802,                0.00802
                    202,                 1.2259,                 1.5744,                 1.3933,                 0.5582,                0.45759,                0.48159,                0.30824,                 1.2966,                 1.4393,                 1.5087,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.2272,                 1.5797,                 1.4068,                0.56574,                0.45653,                0.48222,                0.30852,                 1.2965,                 1.4386,                 1.5094,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.2159,                 1.5741,                 1.3926,                0.56024,                0.46113,                 0.4828,                0.30902,                 1.2973,                 1.4365,                 1.5092,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.2081,                 1.5747,                 1.3906,                0.57017,                0.45329,                0.48263,                0.30976,                 1.2985,                 1.4372,                 1.5098,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.2208,                 1.5688,                 1.3939,                0.56958,                0.45218,                0.48266,                0.31003,                 1.2984,                 1.4383,                 1.5094,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.2139,                 1.5724,                 1.3905,                0.56971,                0.45142,                0.48206,                0.30966,                 1.2968,                 1.4388,                 1.5073,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.2171,                 1.5475,                 1.3878,                0.57137,                0.45125,                0.48229,                0.31004,                 1.2947,                 1.4372,                 1.5055,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.2018,                  1.544,                 1.3821,                0.56612,                0.44948,                0.48162,                0.30976,                 1.2933,                 1.4373,                 1.5053,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.2131,                 1.5414,                 1.3866,                0.57355,                0.44388,                0.48285,                0.31053,                 1.2914,                 1.4372,                 1.5038,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.2221,                  1.577,                 1.3897,                0.57055,                0.44723,                0.48378,                0.31093,                 1.2905,                 1.4368,                  1.503,               0.007921,               0.007921,               0.007921
                    212,                  1.204,                 1.5458,                  1.386,                0.55782,                0.45723,                0.48329,                0.31061,                 1.2911,                 1.4369,                 1.5038,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.1963,                 1.5279,                 1.3794,                0.58836,                0.44261,                0.48337,                0.31059,                 1.2912,                 1.4346,                 1.5034,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.2046,                 1.5301,                 1.3822,                0.58717,                0.44827,                0.48493,                0.31129,                 1.2934,                 1.4346,                 1.5054,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.2147,                 1.5448,                 1.3864,                0.58897,                0.44978,                0.48496,                0.31084,                 1.2954,                 1.4357,                 1.5066,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.2078,                 1.5356,                  1.382,                0.58749,                0.44886,                0.48456,                0.31079,                 1.2959,                 1.4372,                 1.5067,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.2193,                 1.5293,                 1.3842,                0.58574,                0.44737,                 0.4845,                0.31144,                 1.2974,                 1.4357,                 1.5074,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.2194,                 1.5621,                 1.3901,                0.58248,                0.45268,                0.48455,                0.31147,                  1.299,                 1.4349,                 1.5092,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.2031,                 1.5466,                  1.376,                0.58248,                0.45305,                0.48545,                0.31143,                 1.2998,                 1.4332,                 1.5104,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.2118,                 1.5402,                 1.3877,                0.58331,                0.45112,                0.48647,                0.31205,                 1.3001,                 1.4334,                 1.5104,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.2078,                 1.5396,                 1.3711,                0.58415,                0.45364,                0.48609,                0.31192,                 1.3006,                  1.432,                  1.511,               0.007822,               0.007822,               0.007822
                    222,                   1.21,                 1.5387,                 1.3855,                0.58083,                0.45654,                0.48682,                 0.3123,                 1.3004,                 1.4302,                 1.5101,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.2102,                 1.5293,                 1.3766,                0.57637,                 0.4602,                0.48716,                 0.3134,                 1.3002,                 1.4277,                   1.51,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.2033,                 1.5254,                 1.3842,                0.57784,                0.45513,                0.48728,                0.31252,                 1.3007,                 1.4274,                 1.5092,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.2038,                 1.5282,                 1.3705,                0.58263,                0.45317,                0.48797,                0.31304,                 1.3019,                 1.4284,                   1.51,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.1998,                 1.5178,                 1.3748,                0.57264,                 0.4596,                0.48743,                0.31298,                  1.303,                 1.4273,                 1.5107,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.1959,                 1.5158,                 1.3797,                0.56986,                0.46342,                0.48751,                0.31362,                 1.3033,                 1.4273,                 1.5104,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.2058,                 1.5267,                 1.3758,                0.56295,                0.46959,                0.48748,                 0.3131,                 1.3027,                 1.4278,                 1.5094,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.2027,                 1.5465,                 1.3797,                0.56628,                0.46313,                0.48679,                0.31264,                 1.3026,                 1.4291,                 1.5087,              0.0077428,              0.0077428,              0.0077428
                    230,                  1.197,                 1.5185,                 1.3726,                0.56322,                0.46564,                0.48736,                 0.3129,                 1.3012,                 1.4314,                  1.507,              0.0077329,              0.0077329,              0.0077329
                    231,                  1.191,                 1.5112,                 1.3689,                0.56104,                0.46268,                0.48723,                0.31326,                 1.3007,                 1.4302,                 1.5061,               0.007723,               0.007723,               0.007723
                    232,                 1.2058,                 1.5218,                 1.3752,                0.56367,                0.45829,                0.48654,                0.31338,                  1.299,                   1.43,                 1.5043,              0.0077131,              0.0077131,              0.0077131
                    233,                  1.188,                 1.4985,                 1.3693,                0.56199,                0.46164,                0.48636,                 0.3131,                 1.2981,                 1.4297,                 1.5033,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.1927,                 1.5161,                 1.3691,                0.56578,                0.45953,                0.48729,                0.31382,                 1.2978,                  1.428,                 1.5021,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.2045,                 1.5303,                 1.3726,                0.57072,                0.45781,                0.48784,                0.31408,                 1.2976,                 1.4275,                 1.5013,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.1948,                  1.526,                  1.375,                0.57655,                0.45498,                0.48792,                0.31506,                 1.2973,                 1.4261,                 1.5012,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.2058,                 1.5212,                 1.3767,                0.57605,                0.45874,                0.48826,                0.31513,                 1.2971,                 1.4253,                 1.5006,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.197,                 1.5149,                 1.3643,                0.57097,                0.46168,                0.48799,                0.31488,                 1.2975,                  1.425,                 1.5002,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.2069,                 1.5303,                 1.3728,                0.57829,                0.45649,                0.48819,                0.31438,                 1.2973,                 1.4237,                 1.4998,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.1922,                 1.5051,                 1.3591,                0.57217,                0.46121,                0.48888,                0.31397,                 1.2974,                 1.4229,                 1.4995,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.1896,                 1.5101,                  1.362,                0.57262,                0.46241,                0.48859,                0.31396,                 1.2969,                 1.4223,                 1.4992,               0.007624,               0.007624,               0.007624
                    242,                 1.1899,                 1.5037,                 1.3615,                0.58774,                0.45413,                0.48932,                0.31448,                 1.2976,                 1.4205,                 1.4993,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.1859,                 1.4927,                 1.3611,                0.59033,                0.45344,                0.49029,                0.31502,                  1.297,                 1.4189,                 1.4988,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.1978,                 1.4797,                 1.3659,                0.59531,                0.45541,                0.49095,                0.31526,                 1.2967,                 1.4173,                 1.4988,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.1888,                  1.498,                 1.3595,                0.59516,                0.45542,                0.49151,                0.31548,                  1.296,                 1.4161,                 1.4982,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.1862,                 1.4957,                 1.3608,                0.59687,                0.45709,                0.49231,                0.31555,                 1.2953,                 1.4141,                 1.4975,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.1759,                 1.4786,                  1.353,                0.59382,                 0.4568,                0.49241,                0.31601,                  1.295,                 1.4131,                 1.4964,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.1898,                 1.4848,                 1.3575,                0.59338,                0.45794,                0.49309,                0.31689,                 1.2941,                 1.4124,                 1.4952,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.1704,                 1.4781,                 1.3514,                0.58858,                0.45842,                0.49402,                0.31753,                 1.2935,                 1.4112,                 1.4952,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.1948,                   1.48,                 1.3601,                  0.593,                0.45983,                0.49542,                0.31812,                  1.293,                   1.41,                 1.4947,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.2025,                 1.4816,                  1.366,                0.59634,                0.45963,                0.49635,                0.31913,                 1.2928,                 1.4094,                 1.4942,               0.007525,               0.007525,               0.007525
                    252,                 1.1884,                 1.4866,                 1.3597,                0.59408,                 0.4595,                0.49618,                0.31982,                 1.2926,                 1.4069,                 1.4939,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.1916,                 1.4824,                 1.3644,                0.59135,                0.46363,                0.49691,                0.32009,                 1.2923,                 1.4067,                 1.4938,              0.0075052,              0.0075052,              0.0075052
                    254,                  1.185,                  1.486,                 1.3573,                0.59484,                0.46126,                0.49647,                0.32051,                 1.2923,                  1.405,                 1.4933,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.1886,                 1.4913,                 1.3667,                 0.5903,                0.46386,                0.49657,                0.32053,                  1.292,                 1.4039,                 1.4929,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.1725,                 1.4641,                 1.3511,                0.58859,                0.46291,                0.49708,                0.32088,                 1.2919,                 1.4026,                 1.4925,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.1858,                 1.4772,                  1.363,                0.58954,                0.46772,                0.49785,                0.32128,                  1.291,                 1.4015,                 1.4916,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.1937,                 1.4896,                 1.3562,                0.59033,                0.46833,                 0.4983,                0.32145,                 1.2909,                 1.3993,                 1.4917,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.1673,                 1.4612,                 1.3463,                 0.5837,                0.47101,                0.49901,                0.32177,                 1.2908,                 1.3986,                 1.4918,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.1815,                 1.4626,                 1.3551,                0.58372,                0.47112,                0.49973,                0.32221,                 1.2903,                 1.3981,                 1.4911,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.1831,                 1.4648,                 1.3511,                0.58456,                 0.4711,                0.50007,                0.32217,                 1.2899,                 1.3964,                 1.4913,               0.007426,               0.007426,               0.007426
                    262,                 1.1815,                 1.4606,                 1.3585,                0.58527,                0.47214,                0.50057,                0.32204,                 1.2896,                 1.3968,                 1.4912,              0.0074161,              0.0074161,              0.0074161
                    263,                  1.174,                 1.4874,                 1.3512,                0.58385,                0.47341,                 0.5006,                0.32231,                 1.2888,                 1.3959,                 1.4909,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.1726,                 1.4609,                 1.3506,                0.58559,                0.47418,                0.50082,                0.32286,                 1.2883,                 1.3953,                 1.4903,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.1839,                 1.4704,                 1.3591,                0.58498,                0.47507,                0.50181,                0.32353,                 1.2878,                 1.3942,                 1.4902,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.1728,                 1.4632,                 1.3437,                0.58842,                 0.4715,                0.50161,                0.32376,                 1.2874,                 1.3935,                 1.4897,              0.0073765,              0.0073765,              0.0073765
                    267,                   1.18,                 1.4619,                 1.3539,                0.58505,                0.47416,                0.50212,                0.32412,                 1.2865,                 1.3935,                 1.4889,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.1744,                 1.4707,                 1.3519,                0.58527,                0.47629,                0.50238,                0.32415,                 1.2859,                 1.3922,                 1.4881,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.1672,                 1.4632,                 1.3488,                0.58576,                0.47586,                0.50213,                0.32447,                 1.2858,                 1.3918,                  1.488,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.1643,                 1.4469,                 1.3467,                0.58437,                0.47676,                0.50227,                0.32499,                 1.2853,                 1.3914,                 1.4872,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.1845,                 1.4645,                 1.3544,                0.58752,                0.47506,                0.50264,                0.32535,                 1.2851,                 1.3906,                 1.4868,               0.007327,               0.007327,               0.007327
                    272,                 1.1769,                 1.4629,                 1.3425,                0.58006,                0.47571,                0.50244,                 0.3247,                 1.2848,                 1.3901,                 1.4863,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.1728,                  1.462,                 1.3471,                0.57995,                0.47678,                0.50289,                0.32545,                 1.2842,                  1.389,                 1.4857,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.1655,                 1.4449,                  1.341,                0.58339,                0.47659,                0.50276,                0.32602,                 1.2828,                 1.3878,                 1.4845,              0.0072973,              0.0072973,              0.0072973
                    275,                  1.175,                 1.4716,                 1.3418,                0.58162,                0.47675,                0.50307,                 0.3258,                 1.2822,                 1.3868,                 1.4835,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.1658,                 1.4392,                 1.3406,                0.58333,                0.47668,                 0.5037,                0.32565,                 1.2813,                  1.387,                 1.4824,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.1781,                 1.4616,                 1.3457,                0.58426,                0.47613,                0.50387,                0.32541,                 1.2807,                  1.386,                 1.4818,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.1667,                 1.4419,                 1.3441,                0.58766,                0.47718,                0.50428,                 0.3257,                 1.2804,                 1.3855,                 1.4814,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.1711,                 1.4522,                 1.3483,                0.58718,                0.47817,                 0.5041,                 0.3256,                 1.2798,                 1.3845,                 1.4807,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.1667,                  1.444,                 1.3407,                0.58911,                0.47595,                0.50404,                0.32596,                 1.2796,                 1.3836,                 1.4802,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.1688,                 1.4495,                 1.3395,                0.58486,                0.47851,                0.50451,                 0.3263,                 1.2793,                 1.3839,                   1.48,               0.007228,               0.007228,               0.007228
                    282,                 1.1719,                 1.4367,                 1.3419,                 0.5812,                0.47795,                0.50468,                0.32607,                 1.2791,                  1.384,                   1.48,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.1689,                 1.4502,                  1.341,                0.58314,                0.47722,                0.50484,                 0.3264,                 1.2797,                 1.3838,                 1.4801,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.1642,                 1.4509,                 1.3382,                 0.5801,                0.47643,                0.50487,                0.32617,                  1.279,                  1.383,                 1.4795,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.1691,                 1.4223,                 1.3406,                0.57899,                0.47617,                0.50533,                0.32692,                 1.2794,                 1.3825,                 1.4794,              0.0071884,              0.0071884,              0.0071884
                    286,                 1.1644,                 1.4302,                 1.3344,                 0.5841,                 0.4749,                0.50558,                0.32675,                 1.2802,                 1.3821,                 1.4798,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.1689,                 1.4286,                 1.3445,                0.58698,                 0.4734,                0.50563,                0.32679,                   1.28,                 1.3821,                 1.4796,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.1619,                 1.4129,                 1.3354,                0.58934,                0.47285,                0.50594,                0.32693,                 1.2796,                  1.382,                 1.4792,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.1711,                 1.4336,                 1.3368,                0.59065,                0.47124,                 0.5064,                0.32706,                 1.2795,                 1.3817,                  1.479,              0.0071488,              0.0071488,              0.0071488
                    290,                 1.1666,                 1.4188,                 1.3367,                0.59475,                0.47106,                0.50661,                0.32712,                 1.2795,                 1.3814,                 1.4789,              0.0071389,              0.0071389,              0.0071389
